fecha,solar_rad_total,solar_rad_max,precipitation_total,temp_2m_max,temp_2m_min,temp_2m_mean,cloud_cover_mean,wind_u_mean,wind_v_mean,pressure_mean,boundary_layer_height_mean,boundary_layer_height_max,cape_mean,cape_max,skin_temp_max,skin_temp_min,skin_temp_mean,temp_differential,wind_speed_mean
2024-01-03,5691.701396213108,940.6827083333334,0.18662237266653392,28.480065917968773,19.009423828125023,24.571218872070336,0.2824633903801441,-2.856266713142395,-0.8341081451624632,1005.4376093750001,846.4163787841796,1458.80859375,325.9175262451172,541.3657836914062,32.55245361328127,18.207269287109398,27.580996704101587,9.47064208984375,2.99127423027669
2024-01-04,5817.106710272895,941.0352777777778,0.10570803594589506,28.866052246093773,19.809045410156273,24.917327880859396,0.38373519033193587,-2.4545591115951537,-2.309489059448242,1005.3563359374999,869.1759826660157,1404.192626953125,332.6070724487305,525.7855224609375,32.95949707031252,18.998681640625023,28.018182373046898,9.0570068359375,3.393108758675075
2024-01-05,5610.776820949978,922.4228472222222,0.6317460283753462,30.298333740234398,20.733575439453148,25.789627075195334,0.37455144226551057,-0.7804433703422546,-2.8959687471389772,1002.4168125,821.4100708007812,1440.331787109375,380.67434844970705,579.0851440429688,34.15139160156252,19.815454101562523,29.06140136718752,9.56475830078125,3.0511107801610695
2024-01-06,4562.598546617296,765.5113888888889,2.56510401959531,28.182672119140648,21.515161132812523,25.324700927734398,0.6009179353713989,0.5605490982532502,-1.531902551651001,998.5857968749999,681.6794464111329,1098.4366455078125,560.1598571777344,736.2091064453125,31.947045898437523,20.794580078125023,27.71082458496096,6.667510986328125,1.7153928915765484
2024-01-07,4160.190214029947,690.7593055555556,6.893893121741712,26.590203857421898,19.633508300781273,23.653131103515648,0.6450899362564086,-0.6640648961067199,-0.5206543944776059,998.6236875000001,598.6229812622071,1043.12841796875,637.0323547363281,814.3703002929688,30.195062255859398,19.809442138671898,26.266226196289086,6.956695556640625,1.0084984408871724
2024-01-08,4956.544408467611,816.9992361111111,2.3547611199319363,27.386682128906273,18.568963623046898,23.58331298828127,0.4489936888217926,1.0371337622404098,0.03852983936667442,998.9756953125001,710.4275802612304,1249.8631591796875,424.78456115722656,536.0631103515625,30.948205566406273,18.678460693359398,26.40308227539065,8.817718505859375,1.196388696597063
2024-01-10,4493.341096394857,732.0601388888889,4.745985439512879,26.653070068359398,19.209222412109398,23.18992614746096,0.48448504507541656,-2.5095199942588806,-0.679769879579544,1001.1939140625002,652.760400390625,1116.3717041015625,224.18385162353516,404.7532653808594,30.633782958984398,19.089715576171898,25.9527770996094,7.44384765625,2.6879405359403346
2024-01-12,5499.07620212131,922.6822222222222,0.47035728857736103,26.959161376953148,16.601159667968773,22.15657653808596,0.2999294862151146,-2.4047931909561155,-1.6850926399230957,1006.3155546874999,765.9325714111328,1318.18310546875,82.02201709747314,192.03956604003906,31.575158691406273,16.920343017578148,25.91731567382815,10.358001708984375,2.9882109202272615
2024-01-13,5514.906629926893,921.8599305555556,0.7231993804452941,29.003411865234398,18.788568115234398,24.24031677246096,0.32855388820171355,0.1825561612844467,-4.181376385688782,1001.5257734375,857.9853637695312,1348.75830078125,230.0859817504883,382.27239990234375,32.0195251464844,18.877191162109398,26.771426391601587,10.21484375,4.3444933862049435
2024-01-17,5716.8313365766735,955.5445833333333,0.3542172889865469,27.855615234375023,17.637658691406273,23.583721923828147,0.2557820208370686,-1.3923327267169952,-0.03978826627135277,1005.6394999999999,788.551123046875,1436.054443359375,12.408654117584229,14.861398696899414,31.001000976562523,17.132470703125023,26.040945434570336,10.21795654296875,1.648150693106777
2024-01-19,5771.205632565817,973.5040277777778,0.17555755675857654,28.695367431640648,18.321282958984398,24.491607666015646,0.17535356655716897,-0.3334882527589798,3.0140435218811037,1004.113984375,775.8459411621094,1396.31787109375,82.9320110321045,113.21437072753906,32.09182128906252,18.630242919921898,27.182461547851585,10.37408447265625,3.0643402300341265
2024-01-20,6213.489459355673,1049.6409722222222,0.00385452505957673,28.047509765625023,16.558343505859398,23.165966796875022,0.06179034300148487,-2.6593488454818726,0.32829865887761117,1005.8209999999999,806.3686233520508,1565.0968017578125,4.442528760433197,7.016379356384277,32.2662292480469,16.847619628906273,26.678469848632837,11.489166259765625,2.6915580162602275
2024-01-22,6179.271240940094,1044.2108333333333,0.0002254471492824095,28.907617187500023,17.368249511718773,23.987335205078146,0.044866671226918696,-1.460402065515518,-1.3274877309799193,1010.6763203124999,785.9791580200196,1369.093505859375,8.20344831943512,11.535392761230469,32.94048461914065,17.115625000000023,26.99969177246096,11.53936767578125,2.018390841214784
2024-01-25,6102.305647509364,1033.4988888888888,1.1692558476994463e-05,30.496179199218773,18.782647705078148,25.5996765136719,0.07799530811607838,-1.6365323305130004,-3.839991569519043,1005.9686875,943.0265411376953,1568.1785888671875,0.6976819825358689,2.30440616607666,34.04702148437502,18.637109375000023,28.165261840820335,11.713531494140625,4.1843788201897025
2024-01-27,6023.3412208735945,1026.065138888889,8.440565890666107e-05,30.357232666015648,19.192590332031273,25.50484008789065,0.20899421125650405,-1.407400333881378,-3.8970255851745605,1005.7992031250002,952.3349731445312,1526.359619140625,1.2712547838687898,2.3067049980163574,34.87957153320315,19.075585937500023,28.549990844726587,11.164642333984375,4.164571130483991
